
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-content" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-date" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-excerpt" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-featured-image" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-navigation-link" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-template" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-terms" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-time-to-read" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/post-title" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
[06-Mar-2026 11:13:49 UTC] PHP Notice:  Function WP_Block_Type_Registry::register was called <strong>incorrectly</strong>. Block type "core/query" is already registered. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.0.0.) in /home/Mani/public_html/beond/wp-includes/functions.php on line 6131
